sample_id,audio_path,base_id,variant_id,speaker_id,speaker_gender,language,source_origin,manipulation_type,ground_truth_origin,ground_truth_manipulation,origin_label,manipulation_label,attack_hint,risk_level,partial_fabrication_binary,suspicious_start_time,suspicious_end_time,split,split_group_id,prediction,confidence,decision_score,effective_threshold,attack_type,attack_type_conf,bonafide_prob,synthesis_prob,conversion_prob,replay_prob,n_chunks_used,n_chunks_total,suspicious_chunk_count,suspicious_chunk_ratio,max_chunk_spoof,mean_chunk_spoof,median_chunk_spoof,dominant_chunk_attack,n_chunks_inside,n_chunks_outside,inside_region_avg_spoof,outside_region_avg_spoof,inside_region_max_spoof,outside_region_max_spoof,inside_region_dominant_attack,outside_region_dominant_attack,partial_region_detected,baseline_status,final_baseline_interpretation,error
ai_012_direct,data/phase7c1/raw/ai_direct/ai_012_direct.wav,base_012,ai_direct,speaker_012,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,train,base_012,REAL,1.0,0.0,0.7,bonafide,0.9999551773071288,0.9999551773071288,4.485442696022801e-05,1.6066963298005945e-12,1.173068673449018e-11,14,14,0,0.0,7.813212141627446e-05,5.643886101068411e-06,3.791081988266387e-11,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.000).",
ai_017_direct,data/phase7c1/raw/ai_direct/ai_017_direct.wav,base_017,ai_direct,speaker_017,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,val,base_017,REAL,0.8333333333333334,0.1666666666666666,0.7,bonafide,0.8088573813438416,0.8088573813438416,0.1905323714017868,0.0004594366764649,0.0001508288987679,18,18,3,0.1666666666666666,0.8099533319473267,0.1359932564596798,0.0030132522806525,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.167).",
ai_019_direct,data/phase7c1/raw/ai_direct/ai_019_direct.wav,base_019,ai_direct,speaker_019,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,val,base_019,REAL,0.8888888888888888,0.1111111111111111,0.7,bonafide,0.6299259662628174,0.6299259662628174,0.3663169741630554,0.0010692038340494,0.0026877950876951,18,18,2,0.1111111111111111,0.91359943151474,0.2201764496031602,0.0539641883224248,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.111).",
ai_021_direct,data/phase7c1/raw/ai_direct/ai_021_direct.wav,base_021,ai_direct,speaker_021,unknown,unknown,ai,clean_direct,ai,clean,ai_likely,clean_original,synthesis,high,0,,,test,base_021,REAL,0.9333333333333332,0.0666666666666666,0.7,bonafide,0.9171115756034852,0.9171115756034852,0.0826219022274017,0.0002285870432388,3.786033630603925e-05,15,16,1,0.0666666666666666,0.766992449760437,0.0555288094752367,0.0002813074097502,bonafide,0,0,,,,,,,False,direct_ai_missed,"Direct AI missed at file level (REAL, score=0.067).",
ai_008_fabricated,data/phase7c1/raw/ai_fabricated/ai_008_fabricated.wav,base_008,ai_fabricated,speaker_008,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,14.11,21.003,train,base_008,REAL,0.9285714285714286,0.0714285714285714,0.7,bonafide,0.8680940866470337,0.8680940866470337,0.1305524110794067,0.0002381158992648,0.0011153925443068,14,14,1,0.0714285714285714,0.9999324083328248,0.0931770544216509,0.0010494532471057,bonafide,4,10,0.0667367128461933,0.1037531910518339,0.2635993957519531,0.9999324083328248,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
ai_020_fabricated,data/phase7c1/raw/ai_fabricated/ai_020_fabricated.wav,base_020,ai_fabricated,speaker_020,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,10.708,20.214,test,base_020,REAL,0.7894736842105263,0.2105263157894736,0.7,bonafide,0.5802241563796997,0.5802241563796997,0.4191890954971313,0.000312397343805,0.0002743145741987,19,20,4,0.2105263157894736,0.9980353713035583,0.2684873442126206,0.0536011457443237,bonafide,3,16,0.1530240686843171,0.2901367083741775,0.3309034705162048,0.9980353713035583,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
ai_023_fabricated,data/phase7c1/raw/ai_fabricated/ai_023_fabricated.wav,base_023,ai_fabricated,speaker_023,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,17.546,24.021,test,base_023,REAL,0.8333333333333334,0.1666666666666666,0.7,bonafide,0.6444990634918213,0.6444990634918213,0.3526571094989776,0.0009043589234352,0.001939492765814,18,18,3,0.1666666666666666,0.9555686116218568,0.2196224474174768,0.0155754052102565,bonafide,4,14,0.1744092158041894,0.2325405135927017,0.4189940690994262,0.9555686116218568,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_001_fabricated,data/phase7c1/raw/human_fabricated/human_001_fabricated.wav,base_001,human_fabricated,speaker_001,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,16.049,24.293,train,base_001,REAL,0.375,0.625,0.7,synthesis,0.7662146687507629,0.2282154411077499,0.7662146687507629,0.0007092514424584,0.0048606037162244,16,16,10,0.625,0.9914391040802002,0.6525596436217711,0.8236125111579895,synthesis,4,12,0.1563116684974375,0.8179756353298823,0.3668165206909179,0.9914391040802002,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_002_fabricated,data/phase7c1/raw/human_fabricated/human_002_fabricated.wav,base_002,human_fabricated,speaker_002,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,5.697,11.771,train,base_002,REAL,0.6923076923076923,0.3076923076923077,0.7,synthesis,0.5473231673240662,0.3763566017150879,0.5473231673240662,0.0007383048068732,0.0755819156765937,13,13,4,0.3076923076923077,0.974821150302887,0.47412642571502,0.5462843179702759,synthesis,3,10,0.0302475079273184,0.6072901010513305,0.0623881369829177,0.974821150302887,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_003_fabricated,data/phase7c1/raw/human_fabricated/human_003_fabricated.wav,base_003,human_fabricated,speaker_003,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,6.14,13.891,train,base_003,REAL,1.0,0.0,0.7,bonafide,0.943687617778778,0.943687617778778,0.0557250455021858,0.0002656480646692,0.0003216938639525,14,15,0,0.0,0.0987725928425788,0.0151971752569976,0.0012669510324485,bonafide,4,10,0.001243313590262,0.0207787199236918,0.0049725966528058,0.0987725928425788,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_004_fabricated,data/phase7c1/raw/human_fabricated/human_004_fabricated.wav,base_004,human_fabricated,speaker_004,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,1.739,8.153,train,base_004,REAL,0.6153846153846154,0.3846153846153846,0.7,bonafide,0.5009466409683228,0.5009466409683228,0.4950189292430877,0.0004356663266662,0.0035987333394587,13,14,5,0.3846153846153846,0.9995487332344056,0.4169406381865533,0.1185891032218933,bonafide,2,11,0.012665296671912,0.4904452457346699,0.0244230907410383,0.9995487332344056,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_009_fabricated,data/phase7c1/raw/human_fabricated/human_009_fabricated.wav,base_009,human_fabricated,speaker_009,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,22.541,29.261,train,base_009,REAL,0.7777777777777778,0.2222222222222222,0.7,synthesis,0.5310398936271667,0.463997483253479,0.5310398936271667,0.0008622624445706,0.0041004065424203,18,18,4,0.2222222222222222,0.9833430051803588,0.3777602751959218,0.3563720732927322,synthesis,3,15,0.0303938195186977,0.4472335663313667,0.0864776447415351,0.9833430051803588,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_016_fabricated,data/phase7c1/raw/human_fabricated/human_016_fabricated.wav,base_016,human_fabricated,speaker_016,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,15.256,24.535,train,base_016,REAL,0.8947368421052632,0.1052631578947368,0.7,bonafide,0.739610493183136,0.739610493183136,0.1962185055017471,0.000576551654376,0.0635943338274955,19,19,2,0.1052631578947368,0.6804540753364563,0.1481403287825622,0.0619894601404666,bonafide,5,14,0.0737198836149673,0.1747190591995604,0.298184722661972,0.6804540753364563,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_018_fabricated,data/phase7c1/raw/human_fabricated/human_018_fabricated.wav,base_018,human_fabricated,speaker_018,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,29.714,38.679,val,base_018,REAL,1.0,0.0,0.7,bonafide,0.7306922674179077,0.7306922674179077,0.2536431849002838,0.0012924626935273,0.0143720209598541,15,16,0,0.0,0.4697939157485962,0.1020752231124788,0.0710092186927795,bonafide,4,11,0.1345221197989303,0.0902763515901328,0.4697939157485962,0.230919748544693,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_019_fabricated,data/phase7c1/raw/human_fabricated/human_019_fabricated.wav,base_019,human_fabricated,speaker_019,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,4.337,13.506,val,base_019,REAL,0.3125,0.6875,0.7,synthesis,0.7748523354530334,0.2235014885663986,0.7748523354530334,0.0008567079203203,0.0007895348244346,16,17,11,0.6875,0.9999767541885376,0.6900381025043316,0.9202914237976074,synthesis,3,13,0.019762828014791,0.844717012001918,0.058938842266798,0.9999767541885376,bonafide,synthesis,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_021_fabricated,data/phase7c1/raw/human_fabricated/human_021_fabricated.wav,base_021,human_fabricated,speaker_021,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,24.26,32.978,test,base_021,REAL,0.9444444444444444,0.0555555555555555,0.7,bonafide,0.7915069460868835,0.7915069460868835,0.2006420642137527,0.0011978797847405,0.0066530890762805,18,18,1,0.0555555555555555,0.6790723204612732,0.102467528512661,0.0381517820060253,bonafide,4,14,0.0005055380489725,0.1315995257880006,0.0020150821655988,0.6790723204612732,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
human_023_fabricated,data/phase7c1/raw/human_fabricated/human_023_fabricated.wav,base_023,human_fabricated,speaker_023,unknown,unknown,mixed,partial_ai_insert,mixed,mixed,mixed_or_partial_ai,edited_or_spliced,synthesis,high,1,16.043,24.428,test,base_023,REAL,1.0,0.0,0.7,bonafide,0.7749031186103821,0.7749031186103821,0.2241884022951126,0.0002653573756106,0.0006430930807255,17,17,0,0.0,0.5837076902389526,0.1015353659788682,0.019179068505764,bonafide,4,13,0.0156109557137824,0.1279736460604331,0.0271176565438509,0.5837076902389526,bonafide,bonafide,False,partial_fabrication_missed,Partial fabrication: region-level detection criteria not met (file-level label secondary).,
ai_001_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_001_replay_laptop_mobile.wav,base_001,ai_replay_laptop_mobile,speaker_001,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_001,REAL,0.9444444444444444,0.0555555555555555,0.7,bonafide,0.7455391883850098,0.7455391883850098,0.2172293066978454,0.0008250264800153,0.0364065431058406,18,18,1,0.0555555555555555,0.7904493808746338,0.1578872290232943,0.0666481554508209,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.056).,
ai_002_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_002_replay_laptop_mobile.wav,base_002,ai_replay_laptop_mobile,speaker_002,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_002,REAL,1.0,0.0,0.7,bonafide,0.5777261853218079,0.5777261853218079,0.3410956263542175,0.0010316271800547,0.0801465660333633,10,10,0,0.0,0.5999246835708618,0.2654176942072809,0.2286352962255478,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.000).,
ai_003_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_003_replay_laptop_mobile.wav,base_003,ai_replay_laptop_mobile,speaker_003,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_003,REAL,1.0,0.0,0.7,bonafide,0.8307096362113953,0.8307096362113953,0.0811500325798988,0.0001626260782359,0.0879776999354362,14,14,0,0.0,0.6322189569473267,0.1325005939496415,0.0749142989516258,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.000).,
ai_004_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_004_replay_laptop_mobile.wav,base_004,ai_replay_laptop_mobile,speaker_004,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_004,REAL,0.8181818181818181,0.1818181818181818,0.7,synthesis,0.4894973933696747,0.4692301750183105,0.4894973933696747,0.0011619842844083,0.040110345929861,11,12,2,0.1818181818181818,0.8082186579704285,0.3328482437540184,0.2189197391271591,synthesis,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.182).,
ai_006_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_006_replay_laptop_mobile.wav,base_006,ai_replay_laptop_mobile,speaker_006,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_006,REAL,1.0,0.0,0.7,bonafide,0.7578050494194031,0.7578050494194031,0.1836613416671753,0.000734279397875,0.0577993690967559,17,17,0,0.0,0.5330632328987122,0.1378740260980147,0.0523760765790939,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.000).,
ai_007_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_007_replay_laptop_mobile.wav,base_007,ai_replay_laptop_mobile,speaker_007,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_007,REAL,0.8,0.2,0.7,bonafide,0.6284800171852112,0.6284800171852112,0.1351209431886673,0.0002247200900455,0.2361743450164795,15,15,3,0.2,0.7544630169868469,0.2890850351114447,0.2160115391016006,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.200).,
ai_008_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_008_replay_laptop_mobile.wav,base_008,ai_replay_laptop_mobile,speaker_008,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_008,REAL,0.7647058823529411,0.2352941176470588,0.7,bonafide,0.4876202344894409,0.4876202344894409,0.3025318086147308,0.0006239265203475,0.2092240005731582,17,17,4,0.2352941176470588,0.9049869179725648,0.3866596839883748,0.2674559950828552,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.235).,
ai_009_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_009_replay_laptop_mobile.wav,base_009,ai_replay_laptop_mobile,speaker_009,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_009,REAL,0.8235294117647058,0.1764705882352941,0.7,bonafide,0.5923211574554443,0.5923211574554443,0.2318852096796035,0.0009385296725668,0.174855038523674,17,17,3,0.1764705882352941,0.920217990875244,0.3201674946090754,0.2122320234775543,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.176).,
ai_010_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_010_replay_laptop_mobile.wav,base_010,ai_replay_laptop_mobile,speaker_010,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_010,REAL,0.9333333333333332,0.0666666666666666,0.7,bonafide,0.5664867162704468,0.5664867162704468,0.3697637319564819,0.0009616060997359,0.0627879649400711,15,17,1,0.0666666666666666,0.7863768339157104,0.2885401661197344,0.1732881963253021,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.067).,
ai_011_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_011_replay_laptop_mobile.wav,base_011,ai_replay_laptop_mobile,speaker_011,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_011,REAL,0.9375,0.0625,0.7,bonafide,0.7555190324783325,0.7555190324783325,0.1227383315563201,0.0003178680781275,0.1214247494935989,16,16,1,0.0625,0.8661325573921204,0.1669382182881236,0.0996118001639843,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.062).,
ai_012_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_012_replay_laptop_mobile.wav,base_012,ai_replay_laptop_mobile,speaker_012,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_012,REAL,0.7647058823529411,0.2352941176470588,0.7,bonafide,0.5416861176490784,0.5416861176490784,0.3437814116477966,0.0005937003879807,0.1139387935400009,17,17,4,0.2352941176470588,0.8258005380630493,0.3596098994945778,0.1746212989091873,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.235).,
ai_013_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_013_replay_laptop_mobile.wav,base_013,ai_replay_laptop_mobile,speaker_013,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_013,REAL,1.0,0.0,0.7,bonafide,0.717088520526886,0.717088520526886,0.229160338640213,0.0012934593250975,0.0524577684700489,18,19,0,0.0,0.6074885129928589,0.1700695736281987,0.0795939937233924,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.000).,
ai_014_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_014_replay_laptop_mobile.wav,base_014,ai_replay_laptop_mobile,speaker_014,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_014,REAL,0.8888888888888888,0.1111111111111111,0.7,bonafide,0.7487074136734009,0.7487074136734009,0.0855174288153648,0.0002290238044224,0.1655461490154266,18,18,2,0.1111111111111111,0.8253787159919739,0.2026313148154359,0.0830562021583318,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.111).,
ai_015_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_015_replay_laptop_mobile.wav,base_015,ai_replay_laptop_mobile,speaker_015,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_015,REAL,0.9444444444444444,0.0555555555555555,0.7,bonafide,0.7826545238494873,0.7826545238494873,0.1708316802978515,0.0009019075660035,0.0456118583679199,18,18,1,0.0555555555555555,0.6834722757339478,0.1332736523084653,0.037537520751357,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.056).,
ai_016_replay_laptop_mobile,data/phase7c1/raw/ai_repeat/ai_016_replay_laptop_mobile.wav,base_016,ai_replay_laptop_mobile,speaker_016,unknown,unknown,ai,ai_replay,ai,replayed,ai_likely,replayed_or_re_recorded,replay,high,0,,,train,base_016,REAL,0.875,0.125,0.7,bonafide,0.5842748284339905,0.5842748284339905,0.3229189217090606,0.0005862383404746,0.0922200158238411,16,16,2,0.125,0.7394223809242249,0.3060888698673807,0.1607890278100967,bonafide,0,0,,,,,,,False,ai_replay_missed,AI replay missed at file level (score=0.125).,
