task_name,feature_set,file_id,source_group_id,y_true,y_pred_experimental,y_proba_experimental,error_type,fold,split_method,model_type,review_note
origin_file_model,acoustic,phase7c1_collection_manifest_000112_ai_015_direct,phase7c1_collection_manifest_000112_015_direct,1,1,0.9974737621744032,true_positive,2,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000136_ai_018_direct,phase7c1_collection_manifest_000136_018_direct,1,1,0.9991821934542596,true_positive,2,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000140_human_018_clean,phase7c1_collection_manifest_000140_018,0,0,0.0004889857816309,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000168_ai_022_direct,phase7c1_collection_manifest_000168_022_direct,1,1,0.9996115571785916,true_positive,2,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000008_ai_002_direct,phase7c1_collection_manifest_000008_002_direct,1,1,0.951776087625566,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000020_human_003_clean,phase7c1_collection_manifest_000020_003,0,1,0.9906810795233988,false_positive,3,StratifiedGroupKFold,logistic_regression_l2,clean human predicted as AI evidence
origin_file_model,acoustic,phase7c1_collection_manifest_000048_ai_007_direct,phase7c1_collection_manifest_000048_007_direct,1,1,0.9839997873009416,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000064_ai_009_direct,phase7c1_collection_manifest_000064_009_direct,1,1,0.9889990721494344,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000088_ai_012_direct,phase7c1_collection_manifest_000088_012_direct,1,1,0.7366045866616294,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,experimental evidence model output
origin_file_model,acoustic,phase7c1_collection_manifest_000104_ai_014_direct,phase7c1_collection_manifest_000104_014_direct,1,1,0.9890083506280064,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000132_human_017_clean,phase7c1_collection_manifest_000132_017,0,0,0.0217835216211476,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000148_human_019_clean,phase7c1_collection_manifest_000148_019,0,0,0.0313395398246366,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000172_human_022_clean,phase7c1_collection_manifest_000172_022,0,0,4.280325523711407e-05,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000012_human_002_clean,phase7c1_collection_manifest_000012_002,0,0,0.0007201421454663,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000036_human_005_clean,phase7c1_collection_manifest_000036_005,0,0,0.0011145194868568,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000052_human_007_clean,phase7c1_collection_manifest_000052_007,0,0,0.0143395953884736,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000072_ai_010_direct,phase7c1_collection_manifest_000072_010_direct,1,1,0.988911333557438,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000092_human_012_clean,phase7c1_collection_manifest_000092_012,0,1,0.9513284179100288,false_positive,4,StratifiedGroupKFold,logistic_regression_l2,clean human predicted as AI evidence
origin_file_model,acoustic,phase7c1_collection_manifest_000120_ai_016_direct,phase7c1_collection_manifest_000120_016_direct,1,1,0.9859018164872084,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000124_human_016_clean,phase7c1_collection_manifest_000124_016,0,0,0.0186283156773051,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000152_ai_020_direct,phase7c1_collection_manifest_000152_020_direct,1,1,0.9945005824298324,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000176_ai_023_direct,phase7c1_collection_manifest_000176_023_direct,1,1,0.998539202218498,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000016_ai_003_direct,phase7c1_collection_manifest_000016_003_direct,1,1,0.9923738925735897,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000032_ai_005_direct,phase7c1_collection_manifest_000032_005_direct,1,1,0.9989215291321608,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000056_ai_008_direct,phase7c1_collection_manifest_000056_008_direct,1,1,0.9556138920626353,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000076_human_010_clean,phase7c1_collection_manifest_000076_010,0,0,0.0021270652633539,true_negative,5,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000096_ai_013_direct,phase7c1_collection_manifest_000096_013_direct,1,1,0.9973545804064156,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,acoustic,phase7c1_collection_manifest_000100_human_013_clean,phase7c1_collection_manifest_000100_013,0,0,0.0104298325670607,true_negative,5,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000116_human_015_clean,phase7c1_collection_manifest_000116_015,0,0,0.0025057702987973,true_negative,5,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000156_human_020_clean,phase7c1_collection_manifest_000156_020,0,0,9.45465152453248e-05,true_negative,5,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,acoustic,phase7c1_collection_manifest_000160_ai_021_direct,phase7c1_collection_manifest_000160_021_direct,1,1,0.9872115448297872,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_001_direct,1,1,0.9979602976781138,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000024_ai_004_direct,phase7c1_collection_manifest_000024_004_direct,1,1,0.9996019939267546,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000040_ai_006_direct,phase7c1_collection_manifest_000040_006_direct,1,1,0.9994230407433076,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_008,0,0,0.0180278861417298,true_negative,1,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000080_ai_011_direct,phase7c1_collection_manifest_000080_011_direct,1,1,0.999336099744948,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000108_human_014_clean,phase7c1_collection_manifest_000108_014,0,0,0.0216949372263117,true_negative,1,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000128_ai_017_direct,phase7c1_collection_manifest_000128_017_direct,1,1,0.9402183382885768,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000144_ai_019_direct,phase7c1_collection_manifest_000144_019_direct,1,1,0.9371179104547612,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000164_human_021_clean,phase7c1_collection_manifest_000164_021,0,0,9.136437847160327e-05,true_negative,1,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000180_human_023_clean,phase7c1_collection_manifest_000180_023,0,0,0.0086443466957626,true_negative,1,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000004_human_001_clean,phase7c1_collection_manifest_000004_001,0,0,0.0003533744161313,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000028_human_004_clean,phase7c1_collection_manifest_000028_004,0,0,0.0083876428318508,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000044_human_006_clean,phase7c1_collection_manifest_000044_006,0,0,0.0095399339820128,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000068_human_009_clean,phase7c1_collection_manifest_000068_009,0,0,0.0223214549813578,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000084_human_011_clean,phase7c1_collection_manifest_000084_011,0,0,0.0102674444450999,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000112_ai_015_direct,phase7c1_collection_manifest_000112_015_direct,1,1,0.9860292161108728,true_positive,2,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000136_ai_018_direct,phase7c1_collection_manifest_000136_018_direct,1,1,0.9836237301198612,true_positive,2,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000140_human_018_clean,phase7c1_collection_manifest_000140_018,0,0,0.0003444642413284,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000168_ai_022_direct,phase7c1_collection_manifest_000168_022_direct,1,1,0.9976471437525326,true_positive,2,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000008_ai_002_direct,phase7c1_collection_manifest_000008_002_direct,1,1,0.9992059357029106,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000020_human_003_clean,phase7c1_collection_manifest_000020_003,0,0,0.1796530613009837,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000048_ai_007_direct,phase7c1_collection_manifest_000048_007_direct,1,1,0.995814083481116,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000064_ai_009_direct,phase7c1_collection_manifest_000064_009_direct,1,1,0.9972639445336232,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000088_ai_012_direct,phase7c1_collection_manifest_000088_012_direct,1,1,0.9729416213644226,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000104_ai_014_direct,phase7c1_collection_manifest_000104_014_direct,1,1,0.998387890183318,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000132_human_017_clean,phase7c1_collection_manifest_000132_017,0,0,0.003538488743498,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000148_human_019_clean,phase7c1_collection_manifest_000148_019,0,0,0.0099882405521106,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000172_human_022_clean,phase7c1_collection_manifest_000172_022,0,0,0.000107761893222,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000012_human_002_clean,phase7c1_collection_manifest_000012_002,0,0,0.0008378585010126,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000036_human_005_clean,phase7c1_collection_manifest_000036_005,0,0,0.0001912314623245,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000052_human_007_clean,phase7c1_collection_manifest_000052_007,0,0,0.0077364995284793,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000072_ai_010_direct,phase7c1_collection_manifest_000072_010_direct,1,1,0.9981409484914232,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000092_human_012_clean,phase7c1_collection_manifest_000092_012,0,0,0.0553381849299369,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000120_ai_016_direct,phase7c1_collection_manifest_000120_016_direct,1,1,0.987568368928687,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000124_human_016_clean,phase7c1_collection_manifest_000124_016,0,0,0.0022451870850502,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000152_ai_020_direct,phase7c1_collection_manifest_000152_020_direct,1,1,0.9889870995783654,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000176_ai_023_direct,phase7c1_collection_manifest_000176_023_direct,1,1,0.9981656748632356,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000016_ai_003_direct,phase7c1_collection_manifest_000016_003_direct,1,1,0.9989549505281452,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000032_ai_005_direct,phase7c1_collection_manifest_000032_005_direct,1,1,0.9995664807784737,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000056_ai_008_direct,phase7c1_collection_manifest_000056_008_direct,1,1,0.9992618380303956,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000076_human_010_clean,phase7c1_collection_manifest_000076_010,0,0,0.0039940618501076,true_negative,5,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000096_ai_013_direct,phase7c1_collection_manifest_000096_013_direct,1,1,0.9991143605326234,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,ssl,phase7c1_collection_manifest_000100_human_013_clean,phase7c1_collection_manifest_000100_013,0,0,0.0034091262202149,true_negative,5,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000116_human_015_clean,phase7c1_collection_manifest_000116_015,0,0,0.0007266301498445,true_negative,5,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000156_human_020_clean,phase7c1_collection_manifest_000156_020,0,0,0.0008250694749503,true_negative,5,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,ssl,phase7c1_collection_manifest_000160_ai_021_direct,phase7c1_collection_manifest_000160_021_direct,1,1,0.9971653072642296,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000000_ai_001_direct,phase7c1_collection_manifest_000000_001_direct,1,1,0.9980535467270554,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000024_ai_004_direct,phase7c1_collection_manifest_000024_004_direct,1,1,0.9995794227223984,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000040_ai_006_direct,phase7c1_collection_manifest_000040_006_direct,1,1,0.9993711668930946,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000060_human_008_clean,phase7c1_collection_manifest_000060_008,0,0,0.0213024486759354,true_negative,1,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000080_ai_011_direct,phase7c1_collection_manifest_000080_011_direct,1,1,0.99936575237901,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000108_human_014_clean,phase7c1_collection_manifest_000108_014,0,0,0.0204609439502639,true_negative,1,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000128_ai_017_direct,phase7c1_collection_manifest_000128_017_direct,1,1,0.9397744416763804,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000144_ai_019_direct,phase7c1_collection_manifest_000144_019_direct,1,1,0.9418377166537192,true_positive,1,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000164_human_021_clean,phase7c1_collection_manifest_000164_021,0,0,6.681217751269997e-05,true_negative,1,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000180_human_023_clean,phase7c1_collection_manifest_000180_023,0,0,0.0084662140649769,true_negative,1,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000004_human_001_clean,phase7c1_collection_manifest_000004_001,0,0,0.00031860761833,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000028_human_004_clean,phase7c1_collection_manifest_000028_004,0,0,0.0076360613913,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000044_human_006_clean,phase7c1_collection_manifest_000044_006,0,0,0.0089065487982854,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000068_human_009_clean,phase7c1_collection_manifest_000068_009,0,0,0.0206046710963807,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000084_human_011_clean,phase7c1_collection_manifest_000084_011,0,0,0.0097026658075941,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000112_ai_015_direct,phase7c1_collection_manifest_000112_015_direct,1,1,0.9860547377983468,true_positive,2,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000136_ai_018_direct,phase7c1_collection_manifest_000136_018_direct,1,1,0.9867764462424704,true_positive,2,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000140_human_018_clean,phase7c1_collection_manifest_000140_018,0,0,0.0003044243415693,true_negative,2,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000168_ai_022_direct,phase7c1_collection_manifest_000168_022_direct,1,1,0.9980023332732708,true_positive,2,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000008_ai_002_direct,phase7c1_collection_manifest_000008_002_direct,1,1,0.9991253486566014,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000020_human_003_clean,phase7c1_collection_manifest_000020_003,0,0,0.2362965770633009,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,experimental evidence model output
origin_file_model,combined,phase7c1_collection_manifest_000048_ai_007_direct,phase7c1_collection_manifest_000048_007_direct,1,1,0.9956441566179012,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000064_ai_009_direct,phase7c1_collection_manifest_000064_009_direct,1,1,0.9973258492921372,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000088_ai_012_direct,phase7c1_collection_manifest_000088_012_direct,1,1,0.9698136544015926,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000104_ai_014_direct,phase7c1_collection_manifest_000104_014_direct,1,1,0.998459330867307,true_positive,3,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000132_human_017_clean,phase7c1_collection_manifest_000132_017,0,0,0.003556166601427,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000148_human_019_clean,phase7c1_collection_manifest_000148_019,0,0,0.0129781245134935,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000172_human_022_clean,phase7c1_collection_manifest_000172_022,0,0,0.0001144707774296,true_negative,3,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000012_human_002_clean,phase7c1_collection_manifest_000012_002,0,0,0.0008712695371571,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000036_human_005_clean,phase7c1_collection_manifest_000036_005,0,0,0.0001802822880227,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000052_human_007_clean,phase7c1_collection_manifest_000052_007,0,0,0.0058554242243738,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000072_ai_010_direct,phase7c1_collection_manifest_000072_010_direct,1,1,0.9976573278228558,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000092_human_012_clean,phase7c1_collection_manifest_000092_012,0,0,0.0771492659502456,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000120_ai_016_direct,phase7c1_collection_manifest_000120_016_direct,1,1,0.9857760742207364,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000124_human_016_clean,phase7c1_collection_manifest_000124_016,0,0,0.002822670195668,true_negative,4,StratifiedGroupKFold,logistic_regression_l2,correct low-confidence output
origin_file_model,combined,phase7c1_collection_manifest_000152_ai_020_direct,phase7c1_collection_manifest_000152_020_direct,1,1,0.9885206056866284,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000176_ai_023_direct,phase7c1_collection_manifest_000176_023_direct,1,1,0.9983114631142318,true_positive,4,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000016_ai_003_direct,phase7c1_collection_manifest_000016_003_direct,1,1,0.9989089162163656,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
origin_file_model,combined,phase7c1_collection_manifest_000032_ai_005_direct,phase7c1_collection_manifest_000032_005_direct,1,1,0.9996459160206724,true_positive,5,StratifiedGroupKFold,logistic_regression_l2,correct high-confidence positive
