sample_id,manipulation_type,source_origin,variant_id,calibrated_status,calibrated_risk_level,origin_hint,manipulation_hint,evidence_summary,needs_manual_review,selected_model_evidence,decision_score_baseline,decision_score_r2_product,decision_score_r2_loss,max_chunk_spoof_baseline,baseline_status_baseline,baseline_status_r2_product,baseline_status_r2_loss
human_002_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,1.0,0.6363636363636364,0.6363636363636364,0.9999868869781494,clean_human_false_alarm,clean_human_accepted,clean_human_accepted
human_002_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=0.992>=0.65,False,baseline,0.8461538461538461,0.3076923076923077,0.4615384615384615,0.9999982118606568,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_missed
human_002_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_002_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,0.875,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_003_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.400>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.4,0.2666666666666666,0.2666666666666666,0.9999990463256836,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_003_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.381>=0.10; r2_product partial_region_detected; r2_product inside_max=0.996>=0.65; r2_product region_delta=0.324>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.998>=0.65; r2_loss region_delta=0.361>=0.10,False,"baseline,r2_product,r2_loss",0.4705882352941176,0.0588235294117647,0.0588235294117647,0.9999958276748656,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_003_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_003_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.7857142857142857,0.0,0.0714285714285714,0.9996155500411988,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_003_clean,clean_direct,human,human_clean,clean_human_borderline,medium,human_bonafide,,"borderline (manual review): r2_score=0.091, baseline_max_spoof=0.999",True,ensemble_review,0.6363636363636364,0.0909090909090909,0.0909090909090909,0.999014973640442,clean_human_accepted,clean_human_accepted,clean_human_accepted
human_003_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=0.955>=0.65,False,baseline,0.2857142857142857,0.0,0.0,0.9873993396759032,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_missed
human_003_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_003_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_004_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=0.999>=0.95; baseline suspicious_chunk_ratio=0.250>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.25,0.125,0.1875,0.9988282322883606,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_missed,direct_ai_file_level_missed_but_segment_suspicious
ai_004_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.738>=0.10; r2_product partial_region_detected; r2_product inside_max=1.000>=0.65; r2_product region_delta=0.339>=0.10; r2_loss partial_region_detected; r2_loss inside_max=1.000>=0.65; r2_loss region_delta=0.282>=0.10,False,"baseline,r2_product,r2_loss",0.3333333333333333,0.2222222222222222,0.2777777777777778,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_004_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_004_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.8181818181818182,0.1818181818181818,0.2727272727272727,0.9997757077217102,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_004_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,0.9166666666666666,0.5833333333333334,0.6666666666666666,1.0,clean_human_false_alarm,clean_human_accepted,clean_human_borderline
human_004_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=0.977>=0.65,False,baseline,0.8461538461538461,0.3846153846153846,0.3846153846153846,1.0,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_missed
human_004_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_004_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=0.455,False,baseline+r2_loss,1.0,0.4545454545454545,0.4545454545454545,1.0,human_replay_manipulation_detected,human_replay_missed,human_replay_missed
ai_005_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.278>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.2777777777777778,0.2222222222222222,0.2777777777777778,0.999808132648468,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_005_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.587>=0.10; r2_product partial_region_detected; r2_product inside_max=0.994>=0.65; r2_product region_delta=0.255>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.995>=0.65; r2_loss region_delta=0.201>=0.10,False,"baseline,r2_product,r2_loss",0.45,0.3,0.35,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_005_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,0.9444444444444444,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_005_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_file_level_missed_but_segment_suspicious,high,ai_processed,ai_replay,segment-suspicious chunks (file-level REAL),False,segment,0.5714285714285714,0.2142857142857142,0.2142857142857142,0.999966025352478,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_file_level_missed_but_segment_suspicious,ai_replay_file_level_missed_but_segment_suspicious
human_005_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,1.0,0.5714285714285714,0.7142857142857143,1.0,clean_human_false_alarm,clean_human_accepted,clean_human_borderline
human_005_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.898>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.959>=0.65,False,"baseline,r2_product,r2_loss",0.8235294117647058,0.3529411764705882,0.4705882352941176,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_005_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_005_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=0.500,False,baseline+r2_loss,1.0,0.5,0.5,1.0,human_replay_manipulation_detected,human_replay_missed,human_replay_missed
ai_006_direct,clean_direct,ai,ai_direct,direct_ai_missed,medium,ai_synthetic,clean_direct_ai,,False,,0.1875,0.0,0.0,0.7550956010818481,direct_ai_missed,direct_ai_missed,direct_ai_missed
ai_006_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.319>=0.10; r2_product partial_region_detected; r2_product inside_max=0.989>=0.65; r2_product region_delta=0.246>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.996>=0.65; r2_loss region_delta=0.224>=0.10,False,"baseline,r2_product,r2_loss",0.2,0.05,0.05,0.999963402748108,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_006_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_006_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.7058823529411765,0.0,0.0588235294117647,0.9999996423721312,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_006_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,0.8333333333333334,0.6666666666666666,0.75,0.9999985694885254,clean_human_false_alarm,clean_human_borderline,clean_human_false_alarm
human_006_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=0.999>=0.65; baseline region_delta=0.242>=0.10; r2_product partial_region_detected; r2_product inside_max=0.859>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.920>=0.65,False,"baseline,r2_product,r2_loss",0.5714285714285714,0.5,0.5,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_006_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=0.727; r2_loss=1.000,False,baseline+r2_loss,0.7272727272727273,0.7272727272727273,1.0,0.9999986886978148,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_006_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=0.700,False,baseline+r2_loss,1.0,0.7,0.7,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_007_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.667>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.6666666666666666,0.4,0.4666666666666667,0.9999922513961792,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_007_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.260>=0.10; r2_product partial_region_detected; r2_product inside_max=0.993>=0.65; r2_product region_delta=0.287>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.995>=0.65; r2_loss region_delta=0.201>=0.10,False,"baseline,r2_product,r2_loss",0.7222222222222222,0.5,0.5555555555555556,0.9999964237213136,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_007_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_007_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.6666666666666666,0.2,0.2,0.9998421669006348,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_007_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=FAKE",True,file_level_fake,1.0,1.0,1.0,1.0,clean_human_false_alarm,clean_human_false_alarm,clean_human_false_alarm
human_007_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.955>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.967>=0.65,False,"baseline,r2_product,r2_loss",0.9166666666666666,0.6666666666666666,0.75,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_007_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_007_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=0.833,False,baseline+r2_loss,1.0,0.75,0.8333333333333334,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_008_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=1.000>=0.95; baseline suspicious_chunk_ratio=0.273>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.2727272727272727,0.0909090909090909,0.0909090909090909,1.0,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_file_level_missed_but_segment_suspicious
ai_008_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=0.998>=0.65; baseline region_delta=0.518>=0.10,False,baseline,0.3571428571428571,0.0714285714285714,0.0714285714285714,1.0,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_missed
ai_008_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_008_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.8235294117647058,0.2352941176470588,0.3529411764705882,0.9999407529830932,ai_replay_detected,ai_replay_missed,ai_replay_file_level_missed_but_segment_suspicious
human_008_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=FAKE",True,file_level_fake,1.0,0.8,0.8,1.0,clean_human_false_alarm,clean_human_false_alarm,clean_human_false_alarm
human_008_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.992>=0.65; r2_loss partial_region_detected; r2_loss inside_max=0.995>=0.65,False,"baseline,r2_product,r2_loss",0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_008_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_008_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,0.8333333333333334,1.0,1.0,human_replay_manipulation_detected,human_replay_manipulation_detected,human_replay_manipulation_detected
ai_009_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=0.993>=0.95,False,baseline_segment,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.9926113486289978,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_missed,direct_ai_missed
ai_009_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.995>=0.65; r2_product region_delta=0.202>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.995>=0.65; r2_loss region_delta=0.135>=0.10,False,"baseline,r2_product,r2_loss",0.4705882352941176,0.2352941176470588,0.2941176470588235,0.9999767541885376,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_009_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_009_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,1.0,0.1764705882352941,0.1764705882352941,0.9999998807907104,ai_replay_detected,ai_replay_missed,ai_replay_file_level_missed_but_segment_suspicious
human_009_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=REAL",True,file_level_fake,1.0,0.4,0.4666666666666667,0.9999998807907104,clean_human_false_alarm,clean_human_accepted,clean_human_accepted
human_009_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=0.944>=0.65,False,baseline,0.8888888888888888,0.2222222222222222,0.2777777777777778,0.9997487664222716,partial_fabrication_detected,partial_fabrication_missed,partial_fabrication_missed
human_009_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=0.933,False,baseline+r2_loss,1.0,0.9333333333333332,0.9333333333333332,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
human_009_replay_laptop_mobile,human_replay,human,human_replay_laptop_mobile,human_replay_manipulation_detected,high,human_processed,human_replay,baseline pred=FAKE score=0.875; r2_loss=0.125,False,baseline+r2_loss,0.875,0.125,0.125,0.9999730587005616,human_replay_manipulation_detected,human_replay_missed,human_replay_missed
ai_010_direct,clean_direct,ai,ai_direct,direct_ai_file_level_missed_but_segment_suspicious,high,ai_synthetic,clean_direct_ai,baseline max_chunk_spoof=0.993>=0.95; baseline suspicious_chunk_ratio=0.286>=0.20,False,"baseline_segment,baseline_chunk_ratio",0.2857142857142857,0.0,0.0714285714285714,0.9929881691932678,direct_ai_file_level_missed_but_segment_suspicious,direct_ai_missed,direct_ai_missed
ai_010_fabricated,partial_ai_insert,mixed,ai_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; baseline region_delta=0.538>=0.10; r2_product partial_region_detected; r2_product inside_max=0.995>=0.65; r2_product region_delta=0.610>=0.10; r2_loss partial_region_detected; r2_loss inside_max=0.996>=0.65; r2_loss region_delta=0.600>=0.10,False,"baseline,r2_product,r2_loss",0.375,0.1875,0.25,1.0,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
ai_010_mixer_processed,mixer_processed,ai,ai_mixer_processed,ai_mixer_detected,high,ai_processed,mixer_processed,file FAKE or elevated decision score,False,ensemble,1.0,1.0,1.0,1.0,ai_mixer_detected,ai_mixer_detected,ai_mixer_detected
ai_010_replay_laptop_mobile,ai_replay,ai,ai_replay_laptop_mobile,ai_replay_detected,high,ai_processed,ai_replay,file FAKE or elevated decision score,False,ensemble,0.8666666666666667,0.0666666666666666,0.1333333333333333,0.9997251629829408,ai_replay_detected,ai_replay_missed,ai_replay_missed
human_010_clean,clean_direct,human,human_clean,clean_human_false_alarm,high,human_bonafide,,"file-level FAKE: baseline=FAKE, r2_product=FAKE",True,file_level_fake,0.7,1.0,1.0,0.9999998807907104,clean_human_borderline,clean_human_false_alarm,clean_human_false_alarm
human_010_fabricated,partial_ai_insert,mixed,human_fabricated,partial_fabrication_detected,high,mixed,partial_ai_insert,baseline partial_region_detected; baseline inside_max=1.000>=0.65; r2_product partial_region_detected; r2_product inside_max=0.999>=0.65; r2_loss partial_region_detected; r2_loss inside_max=1.000>=0.65,False,"baseline,r2_product,r2_loss",0.6923076923076923,0.8461538461538461,0.8461538461538461,0.9999998807907104,partial_fabrication_detected,partial_fabrication_detected,partial_fabrication_detected
human_010_mixer_processed,mixer_processed,human,human_mixer_processed,human_mixer_manipulation_detected,high,human_processed,mixer_processed,baseline pred=FAKE score=1.000; r2_loss=1.000,False,baseline+r2_loss,1.0,1.0,1.0,1.0,human_mixer_manipulation_detected,human_mixer_manipulation_detected,human_mixer_manipulation_detected
